what,kind,bundleId,bundleVersion,description,time
error,log,,,"",1401984152903
error,log,,,"",1401984152912
error,log,,,"",1401984152920
error,log,,,"",1401984152928
error,log,,,"",1401984152937
error,log,,,"",1401984152945
error,log,,,"",1401984152953
error,log,,,"",1401984152961
error,log,,,"",1401984152975
error,log,,,"",1401984152983
error,log,,,"",1401984152992
error,log,,,"",1401984153001
error,log,,,"",1401984153012
error,log,,,"",1401984153021
error,log,,,"",1401984153029
error,log,,,"",1401984153038
error,log,,,"",1401984153047
error,log,,,"",1401984153055
error,log,,,"",1401984153064
error,log,,,"",1401984153085
error,log,,,"",1401984153094
error,log,,,"",1401984153102
error,log,,,"",1401984153111
error,log,,,"",1401984153120
error,log,,,"",1401984153128
error,log,,,"",1401984153137
error,log,,,"",1401984153152
error,log,,,"",1401984153161
error,log,,,"",1401984153168
error,log,,,"",1401984153178
error,log,,,"",1401984153191
error,log,,,"",1401984153200
error,log,,,"",1401984153213
error,log,,,"",1401984153225
error,log,,,"",1401984153233
error,log,,,"",1401984153241
error,log,,,"",1401984153249
error,log,,,"",1401984153257
error,log,,,"",1401984153265
error,log,,,"",1401984153273
error,log,,,"",1401984153283
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1401984165195
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1401984176855
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1401984223363
error,log,,,"",1401984229984
error,log,,,"",1401984229993
error,log,,,"",1401984230003
error,log,,,"",1401984230012
error,log,,,"",1401984230020
error,log,,,"",1401984230030
error,log,,,"",1401984230039
error,log,,,"",1401984230048
error,log,,,"",1401984230056
error,log,,,"",1401984230065
error,log,,,"",1401984230074
error,log,,,"",1401984230088
error,log,,,"",1401984230099
error,log,,,"",1401984230107
error,log,,,"",1401984230116
error,log,,,"",1401984230124
error,log,,,"",1401984230132
error,log,,,"",1401984230141
error,log,,,"",1401984230149
error,log,,,"",1401984230158
error,log,,,"",1401984230166
error,log,,,"",1401984230174
error,log,,,"",1401984230189
error,log,,,"",1401984230198
error,log,,,"",1401984230206
error,log,,,"",1401984230215
error,log,,,"",1401984230223
error,log,,,"",1401984230233
error,log,,,"",1401984230241
error,log,,,"",1401984230249
error,log,,,"",1401984230265
error,log,,,"",1401984230271
error,log,,,"",1401984230280
error,log,,,"",1401984230295
error,log,,,"",1401984230303
error,log,,,"",1401984230310
error,log,,,"",1401984230318
error,log,,,"",1401984230325
error,log,,,"",1401984230333
error,log,,,"",1401984230340
error,log,,,"",1401984230350
error,log,,,"",1401984230358
error,log,,,"",1401984230365
error,log,,,"",1401984230372
error,log,,,"",1401984230389
error,log,,,"",1401984230396
error,log,,,"",1401984230404
error,log,,,"",1401984230413
error,log,,,"",1401984230420
error,log,,,"",1401984230428
error,log,,,"",1401984230436
error,log,,,"",1401984230443
error,log,,,"",1401984230450
error,log,,,"",1401984230458
error,log,,,"",1401984230465
error,log,,,"",1401984230480
error,log,,,"",1401984230488
error,log,,,"",1401984230498
error,log,,,"",1401984230508
error,log,,,"",1401984230517
error,log,,,"",1401984230525
error,log,,,"",1401984230533
error,log,,,"",1401984230541
error,log,,,"",1401984230549
error,log,,,"",1401984230558
error,log,,,"",1401984230566
error,log,,,"",1401984230579
error,log,,,"",1401984230587
error,log,,,"",1401984230595
error,log,,,"",1401984230604
error,log,,,"",1401984230612
error,log,,,"",1401984230620
error,log,,,"",1401984230628
error,log,,,"",1401984230635
error,log,,,"",1401984230642
error,log,,,"",1401984230649
error,log,,,"",1401984230656
error,log,,,"",1401984230669
error,log,,,"",1401984230677
error,log,,,"",1401984230684
error,log,,,"",1401984230692
error,log,,,"",1401984230701
error,log,,,"",1401984230708
error,log,,,"",1401984230715
error,log,,,"",1401984230723
error,log,,,"",1401984230730
error,log,,,"",1401984230740
error,log,,,"",1401984230747
error,log,,,"",1401984230761
error,log,,,"",1401984230770
error,log,,,"",1401984230777
error,log,,,"",1401984230785
error,log,,,"",1401984230793
error,log,,,"",1401984230800
error,log,,,"",1401984230807
error,log,,,"",1401984230817
error,log,,,"",1401984230825
error,log,,,"",1401984230832
error,log,,,"",1401984230840
error,log,,,"",1401984230864
error,log,,,"",1401984230872
error,log,,,"",1401984230880
error,log,,,"",1401984230888
error,log,,,"",1401984230896
error,log,,,"",1401984230903
error,log,,,"",1401984230911
error,log,,,"",1401984230921
error,log,,,"",1401984230931
error,log,,,"",1401984230939
error,log,,,"",1401984230947
error,log,,,"",1401984230960
error,log,,,"",1401984230968
error,log,,,"",1401984230977
error,log,,,"",1401984230985
error,log,,,"",1401984230993
error,log,,,"",1401984231000
error,log,,,"",1401984231008
error,log,,,"",1401984231015
error,log,,,"",1401984231023
error,log,,,"",1401984231032
error,log,,,"",1401984231041
error,log,,,"",1401984231056
error,log,,,"",1401984231064
error,log,,,"",1401984231074
error,log,,,"",1401984231083
error,log,,,"",1401984231091
error,log,,,"",1401984231099
error,log,,,"",1401984231108
error,log,,,"",1401984231117
error,log,,,"",1401984231125
error,log,,,"",1401984231134
error,log,,,"",1401984231145
error,log,,,"",1401984231159
error,log,,,"",1401984231168
error,log,,,"",1401984231177
error,log,,,"",1401984231186
error,log,,,"",1401984231194
error,log,,,"",1401984231202
error,log,,,"",1401984231210
error,log,,,"",1401984231219
error,log,,,"",1401984231227
error,log,,,"",1401984231235
error,log,,,"",1401984231243
error,log,,,"",1401984231261
error,log,,,"",1401984231272
error,log,,,"",1401984231280
error,log,,,"",1401984231289
error,log,,,"",1401984231298
error,log,,,"",1401984231306
error,log,,,"",1401984231314
error,log,,,"",1401984231323
error,log,,,"",1401984231333
error,log,,,"",1401984231343
error,log,,,"",1401984231353
error,log,,,"",1401984231367
error,log,,,"",1401984231378
error,log,,,"",1401984231394
error,log,,,"",1401984231405
error,log,,,"",1401984231414
error,log,,,"",1401984231424
error,log,,,"",1401984231433
error,log,,,"",1401984231442
error,log,,,"",1401984231452
error,log,,,"",1401984231464
error,log,,,"",1401984231474
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1401984256289
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1401984279184
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1401984282622
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1401984297064
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1401984300287
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1401984313996
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1401984318221
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1401984319279
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1401984326665
error,log,,,"",1401984332108
error,log,,,"",1401984332119
error,log,,,"",1401984332128
error,log,,,"",1401984332137
error,log,,,"",1401984332146
error,log,,,"",1401984332155
error,log,,,"",1401984332164
error,log,,,"",1401984332174
error,log,,,"",1401984332183
error,log,,,"",1401984332194
error,log,,,"",1401984332203
error,log,,,"",1401984332219
error,log,,,"",1401984332229
error,log,,,"",1401984332238
error,log,,,"",1401984332248
error,log,,,"",1401984332259
error,log,,,"",1401984332268
error,log,,,"",1401984332277
error,log,,,"",1401984332286
error,log,,,"",1401984332295
error,log,,,"",1401984332303
error,log,,,"",1401984332312
error,log,,,"",1401984332330
error,log,,,"",1401984332340
error,log,,,"",1401984332349
error,log,,,"",1401984332359
error,log,,,"",1401984332368
error,log,,,"",1401984332377
error,log,,,"",1401984332386
error,log,,,"",1401984332395
error,log,,,"",1401984332404
error,log,,,"",1401984332414
error,log,,,"",1401984332423
error,log,,,"",1401984332439
error,log,,,"",1401984332448
error,log,,,"",1401984332457
error,log,,,"",1401984332467
error,log,,,"",1401984332477
error,log,,,"",1401984332486
error,log,,,"",1401984332495
error,log,,,"",1401984332504
error,log,,,"",1401984332512
error,log,,,"",1401984332521
error,log,,,"",1401984332530
error,log,,,"",1401984332545
error,log,,,"",1401984332554
error,log,,,"",1401984332563
error,log,,,"",1401984332572
error,log,,,"",1401984332581
error,log,,,"",1401984332590
error,log,,,"",1401984332598
error,log,,,"",1401984332607
error,log,,,"",1401984332617
error,log,,,"",1401984332626
error,log,,,"",1401984332634
error,log,,,"",1401984332649
error,log,,,"",1401984332659
error,log,,,"",1401984332668
error,log,,,"",1401984332679
error,log,,,"",1401984332689
error,log,,,"",1401984332698
error,log,,,"",1401984332707
error,log,,,"",1401984332715
error,log,,,"",1401984332724
error,log,,,"",1401984332732
error,log,,,"",1401984332741
error,log,,,"",1401984332756
error,log,,,"",1401984332766
error,log,,,"",1401984332778
error,log,,,"",1401984332788
error,log,,,"",1401984332798
error,log,,,"",1401984332809
error,log,,,"",1401984332819
error,log,,,"",1401984332828
error,log,,,"",1401984332836
error,log,,,"",1401984332844
error,log,,,"",1401984332852
error,log,,,"",1401984332869
error,log,,,"",1401984332877
error,log,,,"",1401984332885
error,log,,,"",1401984332894
error,log,,,"",1401984332903
error,log,,,"",1401984332912
error,log,,,"",1401984332920
error,log,,,"",1401984332928
error,log,,,"",1401984332937
error,log,,,"",1401984332945
error,log,,,"",1401984332953
error,log,,,"",1401984332966
error,log,,,"",1401984332974
error,log,,,"",1401984332982
error,log,,,"",1401984332991
error,log,,,"",1401984332999
error,log,,,"",1401984333008
error,log,,,"",1401984333015
error,log,,,"",1401984333023
error,log,,,"",1401984333032
error,log,,,"",1401984333040
error,log,,,"",1401984333047
error,log,,,"",1401984333061
error,log,,,"",1401984333069
error,log,,,"",1401984333077
error,log,,,"",1401984333086
error,log,,,"",1401984333094
error,log,,,"",1401984333102
error,log,,,"",1401984333110
error,log,,,"",1401984333119
error,log,,,"",1401984333126
error,log,,,"",1401984333135
error,log,,,"",1401984333144
error,log,,,"",1401984333158
error,log,,,"",1401984333167
error,log,,,"",1401984333176
error,log,,,"",1401984333185
error,log,,,"",1401984333193
error,log,,,"",1401984333201
error,log,,,"",1401984333218
error,log,,,"",1401984333226
error,log,,,"",1401984333234
error,log,,,"",1401984333241
error,log,,,"",1401984333248
error,log,,,"",1401984333264
error,log,,,"",1401984333273
error,log,,,"",1401984333280
error,log,,,"",1401984333291
error,log,,,"",1401984333299
error,log,,,"",1401984333307
error,log,,,"",1401984333314
error,log,,,"",1401984333321
error,log,,,"",1401984333328
error,log,,,"",1401984333336
error,log,,,"",1401984333344
error,log,,,"",1401984333357
error,log,,,"",1401984333365
error,log,,,"",1401984333372
error,log,,,"",1401984333380
error,log,,,"",1401984333388
error,log,,,"",1401984333395
error,log,,,"",1401984333402
error,log,,,"",1401984333410
error,log,,,"",1401984333417
error,log,,,"",1401984333424
error,log,,,"",1401984333432
error,log,,,"",1401984333445
error,log,,,"",1401984333453
error,log,,,"",1401984333460
error,log,,,"",1401984333468
error,log,,,"",1401984333475
error,log,,,"",1401984333482
error,log,,,"",1401984333490
error,log,,,"",1401984333497
error,log,,,"",1401984333504
error,log,,,"",1401984333511
error,log,,,"",1401984333518
error,log,,,"",1401984333531
error,log,,,"",1401984333538
error,log,,,"",1401984333545
error,log,,,"",1401984333553
error,log,,,"",1401984333561
error,log,,,"",1401984333568
error,log,,,"",1401984333575
error,log,,,"",1401984333582
error,log,,,"",1401984333590
error,log,,,"",1401984333597
error,log,,,"",1401984333604
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1401984354587
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1401984357585
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1401984364007
error,log,,,"",1401984376849
error,log,,,"",1401984376858
error,log,,,"",1401984376867
error,log,,,"",1401984376879
error,log,,,"",1401984376889
error,log,,,"",1401984376897
error,log,,,"",1401984376907
error,log,,,"",1401984376917
error,log,,,"",1401984376926
error,log,,,"",1401984376943
error,log,,,"",1401984376950
error,log,,,"",1401984376959
error,log,,,"",1401984376966
error,log,,,"",1401984376975
error,log,,,"",1401984376983
error,log,,,"",1401984376993
error,log,,,"",1401984377002
error,log,,,"",1401984377010
error,log,,,"",1401984377027
error,log,,,"",1401984377035
error,log,,,"",1401984377043
error,log,,,"",1401984377051
error,log,,,"",1401984377060
error,log,,,"",1401984377068
error,log,,,"",1401984377075
error,log,,,"",1401984377083
error,log,,,"",1401984377091
error,log,,,"",1401984377105
error,log,,,"",1401984377113
error,log,,,"",1401984377121
error,log,,,"",1401984377131
error,log,,,"",1401984377140
error,log,,,"",1401984377148
error,log,,,"",1401984377155
error,log,,,"",1401984377164
error,log,,,"",1401984377172
error,log,,,"",1401984377187
error,log,,,"",1401984377199
error,log,,,"",1401984377207
error,log,,,"",1401984377216
error,log,,,"",1401984377225
error,log,,,"",1401984377233
error,log,,,"",1401984377241
error,log,,,"",1401984377249
error,log,,,"",1401984377257
error,log,,,"",1401984377272
error,log,,,"",1401984377280
error,log,,,"",1401984377288
error,log,,,"",1401984377296
error,log,,,"",1401984377305
error,log,,,"",1401984377313
error,log,,,"",1401984377321
error,log,,,"",1401984377330
error,log,,,"",1401984377338
error,log,,,"",1401984377353
error,log,,,"",1401984377363
error,log,,,"",1401984377371
error,log,,,"",1401984377379
error,log,,,"",1401984377387
error,log,,,"",1401984377395
error,log,,,"",1401984377404
error,log,,,"",1401984377412
error,log,,,"",1401984377420
error,log,,,"",1401984377434
error,log,,,"",1401984377444
error,log,,,"",1401984377452
error,log,,,"",1401984377460
error,log,,,"",1401984377469
error,log,,,"",1401984377477
error,log,,,"",1401984377485
error,log,,,"",1401984377494
error,log,,,"",1401984377502
error,log,,,"",1401984377516
error,log,,,"",1401984377526
error,log,,,"",1401984377536
error,log,,,"",1401984377546
error,log,,,"",1401984377556
error,log,,,"",1401984377565
error,log,,,"",1401984377576
error,log,,,"",1401984377585
error,log,,,"",1401984377594
error,log,,,"",1401984377609
error,log,,,"",1401984377618
error,log,,,"",1401984377627
error,log,,,"",1401984377636
error,log,,,"",1401984377647
error,log,,,"",1401984377656
error,log,,,"",1401984377665
error,log,,,"",1401984377674
error,log,,,"",1401984377684
error,log,,,"",1401984377704
error,log,,,"",1401984377713
error,log,,,"",1401984377721
error,log,,,"",1401984377731
error,log,,,"",1401984377743
error,log,,,"",1401984377752
error,log,,,"",1401984377763
error,log,,,"",1401984377773
error,log,,,"",1401984377785
error,log,,,"",1401984377801
error,log,,,"",1401984377810
error,log,,,"",1401984377819
error,log,,,"",1401984377828
error,log,,,"",1401984377837
error,log,,,"",1401984377845
error,log,,,"",1401984377853
error,log,,,"",1401984377861
error,log,,,"",1401984377869
error,log,,,"",1401984377884
error,log,,,"",1401984377892
error,log,,,"",1401984377900
error,log,,,"",1401984377908
error,log,,,"",1401984377917
error,log,,,"",1401984377925
error,log,,,"",1401984377933
error,log,,,"",1401984377941
error,log,,,"",1401984377950
error,log,,,"",1401984377965
error,log,,,"",1401984377974
error,log,,,"",1401984377982
error,log,,,"",1401984377990
error,log,,,"",1401984377999
error,log,,,"",1401984378008
error,log,,,"",1401984378021
error,log,,,"",1401984378029
error,log,,,"",1401984378048
error,log,,,"",1401984378062
error,log,,,"",1401984378070
error,log,,,"",1401984378078
error,log,,,"",1401984378087
error,log,,,"",1401984378097
error,log,,,"",1401984378104
error,log,,,"",1401984378112
error,log,,,"",1401984378121
error,log,,,"",1401984378129
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1401984422609
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1401984424633
error,log,,,"",1401984429146
error,log,,,"",1401984429159
error,log,,,"",1401984429167
error,log,,,"",1401984429178
error,log,,,"",1401984429186
error,log,,,"",1401984429194
error,log,,,"",1401984429202
error,log,,,"",1401984429211
error,log,,,"",1401984429220
error,log,,,"",1401984429228
error,log,,,"",1401984429244
error,log,,,"",1401984429253
error,log,,,"",1401984429262
error,log,,,"",1401984429270
error,log,,,"",1401984429279
error,log,,,"",1401984429287
error,log,,,"",1401984429297
error,log,,,"",1401984429306
error,log,,,"",1401984429314
error,log,,,"",1401984429323
error,log,,,"",1401984429336
error,log,,,"",1401984429344
error,log,,,"",1401984429353
error,log,,,"",1401984429362
error,log,,,"",1401984429371
error,log,,,"",1401984429380
error,log,,,"",1401984429388
error,log,,,"",1401984429395
error,log,,,"",1401984429403
error,log,,,"",1401984429411
error,log,,,"",1401984429430
error,log,,,"",1401984429439
error,log,,,"",1401984429448
error,log,,,"",1401984429455
error,log,,,"",1401984429463
error,log,,,"",1401984429471
error,log,,,"",1401984429479
error,log,,,"",1401984429487
error,log,,,"",1401984429495
error,log,,,"",1401984429503
error,log,,,"",1401984429516
error,log,,,"",1401984429524
error,log,,,"",1401984429533
error,log,,,"",1401984429540
error,log,,,"",1401984429548
error,log,,,"",1401984429556
error,log,,,"",1401984429563
error,log,,,"",1401984429571
error,log,,,"",1401984429580
error,log,,,"",1401984429588
error,log,,,"",1401984429601
error,log,,,"",1401984429609
error,log,,,"",1401984429618
error,log,,,"",1401984429626
error,log,,,"",1401984429634
error,log,,,"",1401984429642
error,log,,,"",1401984429650
error,log,,,"",1401984429658
error,log,,,"",1401984429666
error,log,,,"",1401984429674
error,log,,,"",1401984429686
error,log,,,"",1401984429695
error,log,,,"",1401984429703
error,log,,,"",1401984429711
error,log,,,"",1401984429719
error,log,,,"",1401984429727
error,log,,,"",1401984429735
error,log,,,"",1401984429743
error,log,,,"",1401984429758
error,log,,,"",1401984429766
error,log,,,"",1401984429780
error,log,,,"",1401984429788
error,log,,,"",1401984429797
error,log,,,"",1401984429804
error,log,,,"",1401984429812
error,log,,,"",1401984429819
error,log,,,"",1401984429826
error,log,,,"",1401984429838
error,log,,,"",1401984429848
error,log,,,"",1401984429855
error,log,,,"",1401984429869
error,log,,,"",1401984429876
error,log,,,"",1401984429884
error,log,,,"",1401984429891
error,log,,,"",1401984429898
error,log,,,"",1401984429905
error,log,,,"",1401984429912
error,log,,,"",1401984429919
error,log,,,"",1401984429927
error,log,,,"",1401984429934
error,log,,,"",1401984429946
error,log,,,"",1401984429953
error,log,,,"",1401984429961
